african,120420,2,,1,,1,,120421,2,,1,,1,,120423,2,,1,,1,,120424,2,,1,,1,,120426,2,,1,,1,,120428,2,,1,,1,,120429,2,,1,,1,
geographic,120420,2,,,1,1,,120421,2,,,1,1,,120422,2,,,1,1,,120423,2,,,1,1,,120424,2,,,1,1,,120425,2,,,1,1,,120426,2,,,1,1,,120427,2,,,1,1,,120428,2,,,1,1,,120429,2,,,1,1,
gnis,120420,1,,,1,,,120421,1,,,1,,,120422,1,,,1,,,120423,1,,,1,,,120424,1,,,1,,,120425,1,,,1,,,120426,1,,,1,,,120427,1,,,1,,,120428,1,,,1,,,120429,1,,,1,,
green,120426,2,1,,1,,
harrison,120427,2,1,,1,,
hispanic,120420,2,,1,,1,,120421,2,,1,,1,,120423,2,,1,,1,,120424,2,,1,,1,,120425,2,,1,,1,,120426,2,,1,,1,,120427,2,,1,,1,,120428,2,,1,,1,,120429,2,,1,,1,
holland,120428,2,1,,1,,
household,120420,2,,2,,,,120421,2,,2,,,,120422,2,,2,,,,120423,2,,2,,,,120424,2,,2,,,,120425,2,,2,,,,120426,2,,2,,,,120427,2,,2,,,,120428,2,,2,,,,120429,2,,2,,,
householder,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120429,1,,1,,,
households,120420,1,,1,,,,120421,1,,1,,,,120422,2,,2,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
housing,120422,1,,1,,,
husband,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120429,1,,1,,,
imperial,120420,1,,,1,,,120421,1,,,1,,,120422,1,,,1,,,120423,1,,,1,,,120424,1,,,1,,,120425,1,,,1,,,120426,1,,,1,,,120427,1,,,1,,,120428,1,,,1,,,120429,1,,,1,,
including,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
income,120420,5,,4,,1,,120421,5,,4,,1,,120422,5,,4,,1,,120423,5,,4,,1,,120424,5,,4,,1,,120425,5,,4,,1,,120426,5,,4,,1,,120427,5,,4,,1,,120428,5,,4,,1,,120429,5,,4,,1,
individuals,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
information,120420,4,,,2,2,,120421,4,,,2,2,,120422,4,,,2,2,,120423,4,,,2,2,,120424,4,,,2,2,,120425,4,,,2,2,,120426,4,,,2,2,,120427,4,,,2,2,,120428,4,,,2,2,,120429,4,,,2,2,
inline,120420,1,,,1,,,120421,1,,,1,,,120422,1,,,1,,,120423,1,,,1,,,120424,1,,,1,,,120425,1,,,1,,,120427,1,,,1,,,120428,1,,,1,,,120429,1,,,1,,
irving,120429,2,1,,1,,
islander,120420,2,,1,,1,,120423,2,,1,,1,
kandiyohi,120420,7,1,1,2,2,1,120421,7,1,1,2,2,1,120422,7,1,1,2,2,1,120423,7,1,1,2,2,1,120424,7,1,1,2,2,1,120425,7,1,1,2,2,1,120426,7,1,1,2,2,1,120427,7,1,1,2,2,1,120428,7,1,1,2,2,1,120429,7,1,1,2,2,1
lake,120422,2,1,,1,,,120426,2,1,,1,,
land,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
latino,120420,2,,1,,1,,120421,2,,1,,1,,120423,2,,1,,1,,120424,2,,1,,1,,120425,2,,1,,1,,120426,2,,1,,1,,120427,2,,1,,1,,120428,2,,1,,1,,120429,2,,1,,1,
left,120420,1,,,1,,,120421,1,,,1,,,120422,1,,,1,,,120423,1,,,1,,,120424,1,,,1,,,120425,1,,,1,,,120426,1,,,1,,,120427,1,,,1,,,120428,1,,,1,,,120429,1,,,1,,
lillian,120422,2,1,,1,,
line,120420,2,,1,,1,,120421,2,,1,,1,,120422,2,,1,,1,,120423,2,,1,,1,,120424,2,,1,,1,,120425,2,,1,,1,,120426,2,,1,,1,,120427,2,,1,,1,,120428,2,,1,,1,,120429,2,,1,,1,
list,120420,4,,,2,2,,120421,4,,,2,2,,120422,4,,,2,2,,120423,4,,,2,2,,120424,4,,,2,2,,120425,4,,,2,2,,120426,4,,,2,2,,120427,4,,,2,2,,120428,4,,,2,2,,120429,4,,,2,2,
living,120420,2,,2,,,,120421,2,,2,,,,120422,2,,2,,,,120423,2,,2,,,,120424,2,,2,,,,120425,2,,2,,,,120426,2,,2,,,,120427,2,,2,,,,120428,2,,2,,,,120429,2,,2,,,
location,120420,1,,,1,,,120421,1,,,1,,,120422,1,,,1,,,120423,1,,,1,,,120424,1,,,1,,,120425,1,,,1,,,120426,1,,,1,,,120427,1,,,1,,,120428,1,,,1,,,120429,1,,,1,,
made,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
makeup,120422,1,,1,,,
males,120420,3,,3,,,,120421,3,,3,,,,120422,3,,3,,,,120423,3,,3,,,,120424,3,,3,,,,120425,3,,3,,,,120426,3,,3,,,,120427,3,,3,,,,120428,3,,3,,,,120429,3,,3,,,
marriage,120420,1,,,,1,,120421,1,,,,1,,120422,1,,,,1,,120423,1,,,,1,,120424,1,,,,1,,120425,1,,,,1,,120426,1,,,,1,,120427,1,,,,1,,120428,1,,,,1,,120429,1,,,,1,
married,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
median,120420,4,,4,,,,120421,4,,4,,,,120422,4,,4,,,,120423,4,,4,,,,120424,4,,4,,,,120425,4,,4,,,,120426,4,,4,,,,120427,4,,4,,,,120428,4,,4,,,,120429,4,,4,,,
miles,120420,3,,3,,,,120421,3,,3,,,,120422,3,,3,,,,120423,3,,3,,,,120424,3,,3,,,,120425,3,,3,,,,120426,3,,3,,,,120427,3,,3,,,,120428,2,,2,,,,120429,3,,3,,,
minnesota,120420,15,1,1,6,5,2,120421,15,1,1,6,5,2,120422,15,1,1,6,5,2,120423,14,1,,6,5,2,120424,15,1,1,6,5,2,120425,15,1,1,6,5,2,120426,15,1,1,6,5,2,120427,14,1,,6,5,2,120428,15,1,1,6,5,2,120429,15,1,1,6,5,2
names,120420,2,,,1,1,,120421,2,,,1,1,,120422,2,,,1,1,,120423,2,,,1,1,,120424,2,,,1,1,,120425,2,,,1,1,,120426,2,,,1,1,,120427,2,,,1,1,,120428,2,,,1,1,,120429,2,,,1,1,
native,120420,2,,1,,1,,120421,2,,1,,1,,120423,2,,1,,1,,120424,2,,1,,1,,120426,2,,1,,1,,120427,2,,1,,1,
nbsp,120420,6,,6,,,,120421,6,,6,,,,120422,7,,7,,,,120423,6,,6,,,,120424,6,,6,,,,120425,6,,6,,,,120426,6,,6,,,,120427,6,,6,,,,120428,5,,5,,,,120429,6,,6,,,
north,120420,2,,,1,1,,120421,2,,,1,1,,120422,2,,,1,1,,120423,2,,,1,1,,120424,2,,,1,1,,120425,2,,,1,1,,120426,2,,,1,1,,120427,2,,,1,1,,120428,2,,,1,1,,120429,2,,,1,1,
older,120420,2,,2,,,,120421,2,,2,,,,120422,2,,2,,,,120423,2,,2,,,,120424,2,,2,,,,120425,2,,2,,,,120426,2,,2,,,,120427,2,,2,,,,120428,2,,2,,,,120429,2,,2,,,
pacific,120420,2,,1,,1,,120423,2,,1,,1,
people,120422,1,,1,,,
political,120420,2,,,1,1,,120421,2,,,1,1,,120422,2,,,1,1,,120423,2,,,1,1,,120424,2,,,1,1,,120425,2,,,1,1,,120426,2,,,1,1,,120427,2,,,1,1,,120428,2,,,1,1,,120429,2,,,1,1,
population,120420,5,,4,,1,,120421,5,,4,,1,,120422,4,,3,,1,,120423,4,,3,,1,,120424,5,,4,,1,,120425,5,,4,,1,,120426,5,,4,,1,,120427,4,,3,,1,,120428,5,,4,,1,,120429,5,,4,,1,
poverty,120420,2,,1,,1,,120421,2,,1,,1,,120422,2,,1,,1,,120423,2,,1,,1,,120424,2,,1,,1,,120425,2,,1,,1,,120426,2,,1,,1,,120427,2,,1,,1,,120428,2,,1,,1,,120429,2,,1,,1,
present,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120429,1,,1,,,
processing,120420,2,,,1,1,,120421,2,,,1,1,,120422,2,,,1,1,,120423,2,,,1,1,,120424,2,,,1,1,,120425,2,,,1,1,,120426,2,,,1,1,,120427,2,,,1,1,,120428,2,,,1,1,,120429,2,,,1,1,
race,120420,2,,1,,1,,120421,2,,1,,1,,120423,2,,1,,1,,120424,1,,1,,,,120425,2,,1,,1,,120426,2,,1,,1,,120427,1,,1,,,,120428,2,,1,,1,,120429,2,,1,,1,
races,120420,1,,1,,,,120421,1,,1,,,,120423,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
racial,120422,1,,1,,,
residing,120422,1,,1,,,
settlement,120420,1,,,1,,,120421,1,,,1,,,120422,1,,,1,,,120423,1,,,1,,,120424,1,,,1,,,120425,1,,,1,,,120426,1,,,1,,,120427,1,,,1,,,120428,1,,,1,,,120429,1,,,1,,
sixty,120422,1,,1,,,,120423,1,,1,,,
size,120420,2,,2,,,,120421,2,,2,,,,120422,2,,2,,,,120423,2,,2,,,,120424,2,,2,,,,120425,2,,2,,,,120426,2,,2,,,,120427,2,,2,,,,120428,2,,2,,,,120429,2,,2,,,
spread,120420,1,,1,,,,120421,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
square,120420,3,,3,,,,120421,3,,3,,,,120422,4,,4,,,,120423,3,,3,,,,120424,3,,3,,,,120425,3,,3,,,,120426,3,,3,,,,120427,3,,3,,,,120428,2,,2,,,,120429,3,,3,,,
standard,120420,2,,,1,1,,120421,2,,,1,1,,120422,2,,,1,1,,120423,2,,,1,1,,120424,2,,,1,1,,120425,2,,,1,1,,120426,2,,,1,1,,120427,2,,,1,1,,120428,2,,,1,1,,120429,2,,,1,1,
state,120420,2,,,2,,,120421,2,,,2,,,120422,2,,,2,,,120423,2,,,2,,,120424,2,,,2,,,120425,2,,,2,,,120426,2,,,2,,,120427,2,,,2,,,120428,2,,,2,,,120429,2,,,2,,
states,120420,13,,2,4,7,,120421,13,,2,4,7,,120422,12,,2,4,6,,120423,15,,2,4,9,,120424,12,,2,4,6,,120425,13,,2,4,7,,120426,13,,2,4,7,,120427,12,,1,4,7,,120428,13,,2,4,7,,120429,13,,2,4,7,
system,120420,2,,,1,1,,120421,2,,,1,1,,120422,2,,,1,1,,120423,2,,,1,1,,120424,2,,,1,1,,120425,2,,,1,1,,120426,2,,,1,1,,120427,2,,,1,1,,120428,2,,,1,1,,120429,2,,,1,1,
time,120420,2,,,1,1,,120421,2,,,1,1,,120422,2,,,1,1,,120423,2,,,1,1,,120424,2,,,1,1,,120425,2,,,1,1,,120426,2,,,1,1,,120427,2,,,1,1,,120428,2,,,1,1,,120429,2,,,1,1,
total,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
township,120420,9,1,4,3,1,,120421,9,1,4,3,1,,120422,9,1,4,3,1,,120423,9,1,4,3,1,,120424,9,1,4,3,1,,120425,9,1,4,3,1,,120426,9,1,4,3,1,,120427,11,1,5,3,2,,120428,9,1,4,3,1,,120429,9,1,4,3,1,
townships,120420,1,,,,,1,120421,1,,,,,1,120422,1,,,,,1,120423,1,,,,,1,120424,1,,,,,1,120425,1,,,,,1,120426,1,,,,,1,120427,1,,,,,1,120428,1,,,,,1,120429,1,,,,,1
united,120420,13,,2,4,7,,120421,13,,2,4,7,,120422,12,,2,4,6,,120423,15,,2,4,9,,120424,12,,2,4,6,,120425,13,,2,4,7,,120426,13,,2,4,7,,120427,12,,1,4,7,,120428,13,,2,4,7,,120429,13,,2,4,7,
units,120422,1,,1,,,
versus,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
water,120420,1,,1,,,,120421,1,,1,,,,120422,1,,1,,,,120423,1,,1,,,,120424,1,,1,,,,120425,1,,1,,,,120426,1,,1,,,,120427,1,,1,,,,120428,1,,1,,,,120429,1,,1,,,
white,120420,1,,,,1,,120421,1,,,,1,,120422,3,,2,,1,,120423,1,,,,1,,120424,1,,,,1,,120425,1,,,,1,,120426,1,,,,1,,120427,1,,,,1,,120428,1,,,,1,,120429,1,,,,1,
years,120420,3,,3,,,,120421,3,,3,,,,120422,3,,3,,,,120423,3,,3,,,,120424,3,,3,,,,120425,3,,3,,,,120426,3,,3,,,,120427,3,,3,,,,120428,3,,3,,,,120429,3,,3,,,
zone,120420,2,,,1,1,,120421,2,,,1,1,,120422,2,,,1,1,,120423,2,,,1,1,,120424,2,,,1,1,,120425,2,,,1,1,,120426,2,,,1,1,,120427,2,,,1,1,,120428,2,,,1,1,,120429,2,,,1,1,
