standard,120661,2,,,1,1,,120663,2,,,1,1,,120664,2,,,1,1,,120665,2,,,1,1,,120667,2,,,1,1,,120668,2,,,1,1,,120669,2,,,1,1,,120670,2,,,1,1,
state,120661,2,,,2,,,120663,2,,,2,,,120664,2,,,2,,,120665,2,,,2,,,120667,2,,,2,,,120668,2,,,2,,,120669,2,,,2,,,120670,2,,,2,,
states,120661,12,,2,4,6,,120663,12,,2,4,6,,120664,12,,2,4,6,,120665,13,,1,4,8,,120667,12,,2,4,6,,120668,12,,2,4,6,,120669,12,,2,4,6,,120670,12,,2,4,6,
system,120661,2,,,1,1,,120663,2,,,1,1,,120664,2,,,1,1,,120665,2,,,1,1,,120667,2,,,1,1,,120668,2,,,1,1,,120669,2,,,1,1,,120670,2,,,1,1,
time,120661,2,,,1,1,,120663,2,,,1,1,,120664,2,,,1,1,,120665,2,,,1,1,,120667,2,,,1,1,,120668,2,,,1,1,,120669,2,,,1,1,,120670,2,,,1,1,
total,120661,1,,1,,,,120663,1,,1,,,,120664,1,,1,,,,120665,1,,1,,,,120667,1,,1,,,,120668,1,,1,,,,120669,1,,1,,,,120670,1,,1,,,
township,120661,11,1,6,3,1,,120662,3,1,1,,1,,120663,9,1,4,3,1,,120664,11,1,6,3,1,,120665,10,1,5,3,1,,120666,2,,1,,1,,120667,11,1,6,3,1,,120668,11,1,6,3,1,,120669,11,1,6,3,1,,120670,9,1,4,3,1,
townships,120661,1,,,,,1,120663,1,,,,,1,120664,1,,,,,1,120665,1,,,,,1,120667,1,,,,,1,120668,1,,,,,1,120669,1,,,,,1,120670,1,,,,,1
united,120661,12,,2,4,6,,120663,12,,2,4,6,,120664,12,,2,4,6,,120665,13,,1,4,8,,120667,12,,2,4,6,,120668,12,,2,4,6,,120669,12,,2,4,6,,120670,12,,2,4,6,
units,120661,1,,1,,,,120664,1,,1,,,,120667,1,,1,,,,120668,1,,1,,,,120669,1,,1,,,
valley,120670,2,1,,1,,
versus,120661,1,,1,,,,120663,1,,1,,,,120664,1,,1,,,,120665,1,,1,,,,120667,1,,1,,,,120668,1,,1,,,,120669,1,,1,,,,120670,1,,1,,,
water,120663,1,,1,,,,120668,1,,1,,,,120669,1,,1,,,,120670,1,,1,,,
white,120661,3,,2,,1,,120663,1,,,,1,,120664,3,,2,,1,,120665,1,,,,1,,120667,3,,2,,1,,120668,3,,2,,1,,120669,3,,2,,1,,120670,2,,1,,1,
years,120661,3,,3,,,,120663,3,,3,,,,120664,3,,3,,,,120665,3,,3,,,,120667,3,,3,,,,120668,3,,3,,,,120669,3,,3,,,,120670,3,,3,,,
zone,120661,2,,,1,1,,120663,2,,,1,1,,120664,2,,,1,1,,120665,2,,,1,1,,120667,2,,,1,1,,120668,2,,,1,1,,120669,2,,,1,1,,120670,2,,,1,1,
