african,121618,2,,1,,1,
countries,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
country,121618,1,,,1,,,121619,1,,,1,,,121621,1,,,1,,,121622,1,,,1,,,121623,1,,,1,,,121624,1,,,1,,,121625,1,,,1,,,121626,1,,,1,,,121627,1,,,1,,
county,121618,7,1,1,2,2,1,121619,7,1,1,2,2,1,121620,2,,1,,1,,121621,7,1,1,2,2,1,121622,7,1,1,2,2,1,121623,7,1,1,2,2,1,121624,7,1,1,2,2,1,121625,7,1,1,2,2,1,121626,7,1,1,2,2,1,121627,7,1,1,2,2,1
couples,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
cst,121618,1,,,1,,,121619,1,,,1,,,121621,1,,,1,,,121622,1,,,1,,,121623,1,,,1,,,121624,1,,,1,,,121625,1,,,1,,,121626,1,,,1,,,121627,1,,,1,,
density,121618,1,,,,1,,121619,3,,2,,1,,121621,1,,,,1,,121622,3,,2,,1,,121623,3,,2,,1,,121624,3,,2,,1,,121625,3,,2,,1,,121626,1,,,,1,,121627,1,,,,1,
divisions,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
eighteen,121618,1,,1,,,
eighteens,121619,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
families,121618,2,,2,,,,121619,3,,3,,,,121621,2,,2,,,,121622,3,,3,,,,121623,3,,3,,,,121624,3,,3,,,,121625,3,,3,,,,121626,2,,2,,,,121627,2,,2,,,
family,121618,2,,2,,,,121619,2,,2,,,,121621,2,,2,,,,121622,2,,2,,,,121623,2,,2,,,,121624,2,,2,,,,121625,2,,2,,,,121626,2,,2,,,,121627,2,,2,,,
feature,121618,1,,,1,,,121619,1,,,1,,,121621,1,,,1,,,121622,1,,,1,,,121623,1,,,1,,,121624,1,,,1,,,121625,1,,,1,,,121626,1,,,1,,,121627,1,,,1,,
federal,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
female,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121624,1,,1,,,
females,121618,3,,3,,,,121619,3,,3,,,,121621,3,,3,,,,121622,3,,3,,,,121623,3,,3,,,,121624,3,,3,,,,121625,3,,3,,,,121626,3,,3,,,,121627,3,,3,,,
fips,121618,1,,,1,,,121619,1,,,1,,,121621,1,,,1,,,121622,1,,,1,,,121623,1,,,1,,,121624,1,,,1,,,121625,1,,,1,,,121626,1,,,1,,,121627,1,,,1,,
geographic,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
gnis,121618,1,,,1,,,121619,1,,,1,,,121621,1,,,1,,,121622,1,,,1,,,121623,1,,,1,,,121624,1,,,1,,,121625,1,,,1,,,121626,1,,,1,,,121627,1,,,1,,
grove,121626,2,1,,1,,
hispanic,121621,2,,1,,1,,121627,2,,1,,1,
household,121618,2,,2,,,,121619,2,,2,,,,121621,2,,2,,,,121622,2,,2,,,,121623,2,,2,,,,121624,2,,2,,,,121625,2,,2,,,,121626,2,,2,,,,121627,2,,2,,,
householder,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121624,1,,1,,,
households,121618,1,,1,,,,121619,2,,2,,,,121621,1,,1,,,,121622,2,,2,,,,121623,2,,2,,,,121624,2,,2,,,,121625,2,,2,,,,121626,1,,1,,,,121627,1,,1,,,
housing,121619,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,
husband,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121624,1,,1,,,
imperial,121618,1,,,1,,,121619,1,,,1,,,121621,1,,,1,,,121622,1,,,1,,,121623,1,,,1,,,121624,1,,,1,,,121625,1,,,1,,,121626,1,,,1,,,121627,1,,,1,,
including,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
income,121618,5,,4,,1,,121619,5,,4,,1,,121621,5,,4,,1,,121622,5,,4,,1,,121623,5,,4,,1,,121624,5,,4,,1,,121625,5,,4,,1,,121626,5,,4,,1,,121627,5,,4,,1,
individuals,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
information,121618,4,,,2,2,,121619,4,,,2,2,,121621,4,,,2,2,,121622,4,,,2,2,,121623,4,,,2,2,,121624,4,,,2,2,,121625,4,,,2,2,,121626,4,,,2,2,,121627,4,,,2,2,
inline,121618,1,,,1,,,121619,1,,,1,,,121621,1,,,1,,,121622,1,,,1,,,121623,1,,,1,,,121624,1,,,1,,,121625,1,,,1,,,121626,1,,,1,,,121627,1,,,1,,
iosco,121620,3,1,1,,1,
land,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
latino,121621,2,,1,,1,,121627,2,,1,,1,
left,121618,1,,,1,,,121619,1,,,1,,,121621,1,,,1,,,121622,1,,,1,,,121623,1,,,1,,,121624,1,,,1,,,121625,1,,,1,,,121626,1,,,1,,,121627,1,,,1,,
line,121618,2,,1,,1,,121619,2,,1,,1,,121621,2,,1,,1,,121622,2,,1,,1,,121623,2,,1,,1,,121624,2,,1,,1,,121625,2,,1,,1,,121626,2,,1,,1,,121627,2,,1,,1,
list,121618,4,,,2,2,,121619,4,,,2,2,,121621,4,,,2,2,,121622,4,,,2,2,,121623,4,,,2,2,,121624,4,,,2,2,,121625,4,,,2,2,,121626,4,,,2,2,,121627,4,,,2,2,
living,121618,2,,2,,,,121619,3,,3,,,,121621,2,,2,,,,121622,3,,3,,,,121623,3,,3,,,,121624,2,,2,,,,121625,2,,2,,,,121626,3,,3,,,,121627,3,,3,,,
location,121618,1,,,1,,,121619,1,,,1,,,121621,1,,,1,,,121622,1,,,1,,,121623,1,,,1,,,121624,1,,,1,,,121625,1,,,1,,,121626,1,,,1,,,121627,1,,,1,,
made,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
makeup,121619,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,
males,121618,3,,3,,,,121619,3,,3,,,,121621,3,,3,,,,121622,3,,3,,,,121623,3,,3,,,,121624,3,,3,,,,121625,3,,3,,,,121626,3,,3,,,,121627,3,,3,,,
marriage,121618,1,,,,1,,121619,1,,,,1,,121621,1,,,,1,,121622,1,,,,1,,121623,1,,,,1,,121624,1,,,,1,,121625,1,,,,1,,121626,1,,,,1,,121627,1,,,,1,
married,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
median,121618,4,,4,,,,121619,4,,4,,,,121621,4,,4,,,,121622,4,,4,,,,121623,4,,4,,,,121624,4,,4,,,,121625,4,,4,,,,121626,4,,4,,,,121627,4,,4,,,
michigan,121620,3,1,1,,1,
mickinock,121618,2,1,,1,,
miles,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121622,1,,1,,,,121623,3,,3,,,,121624,3,,3,,,,121625,3,,3,,,,121626,3,,3,,,,121627,3,,3,,,
minnesota,121618,15,1,1,6,5,2,121619,15,1,1,6,5,2,121621,15,1,1,6,5,2,121622,15,1,1,6,5,2,121623,15,1,1,6,5,2,121624,15,1,1,6,5,2,121625,15,1,1,6,5,2,121626,15,1,1,6,5,2,121627,15,1,1,6,5,2
moose,121619,2,1,,1,,
moranville,121621,2,1,,1,,
names,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
native,121618,2,,1,,1,,121621,2,,1,,1,
nbsp,121618,2,,2,,,,121619,3,,3,,,,121621,2,,2,,,,121622,3,,3,,,,121623,7,,7,,,,121624,7,,7,,,,121625,7,,7,,,,121626,6,,6,,,,121627,6,,6,,,
nereson,121622,2,1,,1,,
north,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
older,121618,2,,2,,,,121619,2,,2,,,,121621,2,,2,,,,121622,2,,2,,,,121623,2,,2,,,,121624,2,,2,,,,121625,2,,2,,,,121626,2,,2,,,,121627,2,,2,,,
palmville,121623,2,1,,1,,
people,121619,2,,2,,,,121622,2,,2,,,,121623,2,,2,,,,121624,2,,2,,,,121625,2,,2,,,
pohlitz,121624,2,1,,1,,
political,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
polonia,121625,2,1,,1,,
poplar,121626,2,1,,1,,
population,121618,4,,3,,1,,121619,5,,4,,1,,121621,5,,4,,1,,121622,5,,4,,1,,121623,5,,4,,1,,121624,5,,4,,1,,121625,5,,4,,1,,121626,4,,3,,1,,121627,5,,4,,1,
poverty,121618,2,,1,,1,,121619,2,,1,,1,,121621,2,,1,,1,,121622,2,,1,,1,,121623,2,,1,,1,,121624,2,,1,,1,,121625,2,,1,,1,,121626,2,,1,,1,,121627,2,,1,,1,
present,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121624,1,,1,,,
processing,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
race,121621,1,,1,,,,121627,1,,1,,,
races,121618,1,,1,,,,121623,1,,1,,,,121625,1,,1,,,
racial,121619,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,
redirect,121620,1,,1,,,
reine,121627,2,1,,1,,
residing,121619,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,
roseau,121618,7,1,1,2,2,1,121619,7,1,1,2,2,1,121621,7,1,1,2,2,1,121622,7,1,1,2,2,1,121623,7,1,1,2,2,1,121624,7,1,1,2,2,1,121625,7,1,1,2,2,1,121626,7,1,1,2,2,1,121627,7,1,1,2,2,1
sable,121620,3,1,1,,1,
settlement,121618,1,,,1,,,121619,1,,,1,,,121621,1,,,1,,,121622,1,,,1,,,121623,1,,,1,,,121624,1,,,1,,,121625,1,,,1,,,121626,1,,,1,,,121627,1,,,1,,
sixty,121618,1,,1,,,
size,121618,2,,2,,,,121619,2,,2,,,,121621,2,,2,,,,121622,2,,2,,,,121623,2,,2,,,,121624,2,,2,,,,121625,2,,2,,,,121626,2,,2,,,,121627,2,,2,,,
spread,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
square,121618,1,,1,,,,121619,2,,2,,,,121621,1,,1,,,,121622,2,,2,,,,121623,4,,4,,,,121624,4,,4,,,,121625,4,,4,,,,121626,3,,3,,,,121627,4,,3,,1,
standard,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
state,121618,2,,,2,,,121619,2,,,2,,,121621,2,,,2,,,121622,2,,,2,,,121623,2,,,2,,,121624,2,,,2,,,121625,2,,,2,,,121626,2,,,2,,,121627,2,,,2,,
states,121618,12,,2,4,6,,121619,12,,2,4,6,,121621,12,,2,4,6,,121622,12,,2,4,6,,121623,12,,2,4,6,,121624,12,,2,4,6,,121625,12,,2,4,6,,121626,12,,2,4,6,,121627,12,,2,4,6,
system,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
time,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
total,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
township,121618,9,1,4,3,1,,121619,11,1,6,3,1,,121620,3,1,1,,1,,121621,9,1,4,3,1,,121622,11,1,6,3,1,,121623,11,1,6,3,1,,121624,11,1,6,3,1,,121625,11,1,6,3,1,,121626,9,1,4,3,1,,121627,9,1,4,3,1,
townships,121618,1,,,,,1,121619,1,,,,,1,121621,1,,,,,1,121622,1,,,,,1,121623,1,,,,,1,121624,1,,,,,1,121625,1,,,,,1,121626,1,,,,,1,121627,1,,,,,1
united,121618,12,,2,4,6,,121619,12,,2,4,6,,121621,12,,2,4,6,,121622,12,,2,4,6,,121623,12,,2,4,6,,121624,12,,2,4,6,,121625,12,,2,4,6,,121626,12,,2,4,6,,121627,12,,2,4,6,
units,121619,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,
versus,121618,1,,1,,,,121619,1,,1,,,,121621,1,,1,,,,121622,1,,1,,,,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
water,121623,1,,1,,,,121624,1,,1,,,,121625,1,,1,,,,121626,1,,1,,,,121627,1,,1,,,
white,121618,1,,,,1,,121619,3,,2,,1,,121621,1,,,,1,,121622,3,,2,,1,,121623,3,,2,,1,,121624,3,,2,,1,,121625,3,,2,,1,,121626,2,,1,,1,,121627,1,,,,1,
years,121618,3,,3,,,,121619,3,,3,,,,121621,3,,3,,,,121622,3,,3,,,,121623,3,,3,,,,121624,3,,3,,,,121625,3,,3,,,,121626,3,,3,,,,121627,3,,3,,,
zone,121618,2,,,1,1,,121619,2,,,1,1,,121621,2,,,1,1,,121622,2,,,1,1,,121623,2,,,1,1,,121624,2,,,1,1,,121625,2,,,1,1,,121626,2,,,1,1,,121627,2,,,1,1,
